"","gene_name","fc.asian","qval.asian","pval.asian","logfc.asian","abs_fc.asian","fc.white","qval.white","pval.white","logfc.white","abs_fc.white","fc.black","qval.black","pval.black","logfc.black","abs_fc.black"
"1","OLFML3",4.83959479967917,0.0699704128805995,0.000389552686576478,2.27488626135006,2.27488626135006,2.22057958088941,0.0663438961693416,0.000857373049548915,1.15093627537942,1.15093627537942,6.31518812064771,0.0592213704467095,1.89008029627402e-05,2.65882571052639,2.65882571052639
"2","CFP",6.69954017976692,0.0508593896592769,0.000249420972723069,2.74406208017715,2.74406208017715,5.3517326205177,1.06792687182988e-05,5.80748538148157e-09,2.42000603887003,2.42000603887003,8.43676532493236,0.0841191373123366,5.36941049402717e-05,3.07668997237242,3.07668997237242
"3","FCN3",6.03021677288626,0.00128887128064187,2.84953653717501e-06,2.59220986473678,2.59220986473678,4.5799053838239,0.00122032986875322,2.28985476602439e-06,2.19531779402134,2.19531779402134,15.0903927565502,0.0392758950277639,6.83732867656772e-06,3.91555845015908,3.91555845015908
"4","MARCO",4.86987636839454,0.000100768919912047,1.53926074553112e-07,2.28388514705749,2.28388514705749,2.40960643526684,2.79020031639376e-05,1.88149764657197e-08,1.26879752809192,1.26879752809192,4.56046828327779,0.0752744947121776,3.49443484998213e-05,2.18918197247676,2.18918197247676
"5","COLEC10",9.54711944029012,9.07819293700334e-06,1.02178479011172e-08,3.25506550842741,3.25506550842741,2.67864610894917,0.000111413894221124,9.69406545037188e-08,1.42150399118819,1.42150399118819,7.12932021035177,0.0086218293057474,1.00061850005773e-06,2.83376452044059,2.83376452044059
"6","OIT3",21.5510651678254,7.85448051784006e-09,4.73598937844599e-12,4.42968727159675,4.42968727159675,3.85425099999903,0.00262697969409634,6.23662983922912e-06,1.94645052717659,1.94645052717659,10.9517820343094,0.0841191373123366,5.02180539185826e-05,3.45309373392688,3.45309373392688
"7","FCN2",5.42254814748599,0,0,2.43897095782487,2.43897095782487,2.41529869487026,7.40124815695501e-06,3.7028780042192e-09,1.27220161513191,1.27220161513191,3.36113057206382,0.0397192280656832,8.14227496115372e-06,1.74894658906363,1.74894658906363
"8","GDF2",8.01570814096172,0,0,3.00282997968423,3.00282997968423,5.19953229100847,4.17840695376981e-09,8.01803068384288e-13,2.37838185560183,2.37838185560183,5.73750592725657,0.00138341938296138,8.02773389985134e-08,2.52042373893503,2.52042373893503
