"gene_name","fc","qval","pval","logfc","abs_fc"
"DKK1",1.00188318913554,0.999111363365982,0.995226685640227,0.00271431264627228,0.00271431264627228
"F2",1.00232382504544,0.998061209553168,0.99213471911127,0.00334868149918516,0.00334868149918516
"FUCA1",1.00892505396491,0.99797398379319,0.991409040003296,0.0128190106296419,0.0128190106296419
"FUCA1",1.00932626313202,0.996569159832737,0.981624636230416,0.0133925987437385,0.0133925987437385
"GOLM1",1.05435045857418,0.994809296919799,0.956364295318077,0.0763544882350629,0.0763544882350629
"SPP1",1.05656585374546,0.992616674360115,0.935417864220739,0.0793826905205002,0.0793826905205002
"GPC3",1.05994016238154,0.990851710358228,0.924366812416221,0.0839828215128901,0.0839828215128901
"AFP",1.10758940644604,0.989267450437849,0.869440691438525,0.147423160207106,0.147423160207106
"SPP1",0.893854136113628,0.989267450437849,0.91391288395742,-0.161888670944882,0.161888670944882
"AFP",1.16076749245903,0.989267450437849,0.881038331960306,0.215079022100993,0.215079022100993
"SPP1",0.930223182843154,0.988367714082499,0.854928165395186,-0.104351200008622,0.104351200008622
"SPP1",1.0703824957264,0.988156905981895,0.852750841213525,0.0981264284769113,0.0981264284769113
"MDK",0.919303197788052,0.986322495975929,0.844487903731702,-0.121387335871787,0.121387335871787
"FUCA1",0.881739438700421,0.986322495975929,0.845324245253673,-0.181575704446529,0.181575704446529
"SPP1",0.857089308465468,0.986193779599187,0.839455557080749,-0.222482554298471,0.222482554298471
"SPP1",1.09116038005573,0.98497188154957,0.829073930778102,0.125863166286642,0.125863166286642
"SPP1",1.34694267860905,0.982486498618195,0.813365651318882,0.42968845581425,0.42968845581425
"F2",0.927334431390201,0.978897055375365,0.795318466070569,-0.108838372544534,0.108838372544534
"F2",1.09041995271997,0.97638408753132,0.771321694084864,0.124883866216498,0.124883866216498
"SPP1",1.25793795743966,0.972632893795057,0.75325119000106,0.331060769036433,0.331060769036433
"AFP",1.18106209549434,0.965586704890653,0.709710144038989,0.240084817831344,0.240084817831344
"F2",0.84568823119039,0.965586704890653,0.708339837961045,-0.241802193024339,0.241802193024339
"FUCA1",1.35920149409841,0.957068245887632,0.679327295941574,0.442759343514099,0.442759343514099
"F2",1.13812889662938,0.954989007043131,0.665302143549358,0.186663956587734,0.186663956587734
"FUCA1",1.20603804147554,0.954989007043131,0.65667116099561,0.270275414188693,0.270275414188693
"AFP",0.818056607033189,0.954989007043131,0.66869640676947,-0.289727418150103,0.289727418150103
"SPP1",0.678970303717731,0.954989007043131,0.663353225992226,-0.558579618526426,0.558579618526426
"SPP1",1.28185083745668,0.949220136594987,0.627321530980876,0.358228392548159,0.358228392548159
"GPC3",0.710791181683085,0.946257310605817,0.617589958794493,-0.492502311974625,0.492502311974625
"DKK1",1.30701326677444,0.942150748748092,0.60280685614067,0.386273785213341,0.386273785213341
"MDK",0.757575484744008,0.939304483069227,0.59232613629656,-0.400538449152998,0.400538449152998
"SPP1",0.435526482132919,0.933879745765373,0.575297629761204,-1.19916765050578,1.19916765050578
"F2",1.3753477625952,0.92961256536867,0.566604454901502,0.459796456408723,0.459796456408723
"GOLM1",0.707625707658291,0.925248330403901,0.554469763694051,-0.498941633578293,0.498941633578293
"DCPS",1.85776759535085,0.925248330403901,0.555175271800279,0.893570033471871,0.893570033471871
"F2",0.759493304326005,0.921678698508031,0.543110966008012,-0.396890848867374,0.396890848867374
"SPP1",0.425544177798192,0.918994936415989,0.518799402130914,-1.23261918205502,1.23261918205502
"AFP",1.2592870599977,0.91423116319587,0.506806196793621,0.332607189195941,0.332607189195941
"F2",1.26136803590533,0.907994042593062,0.487835214861569,0.334989279716056,0.334989279716056
"DCPS",0.713384857664966,0.903135537680346,0.472373471300968,-0.487247501459297,0.487247501459297
"GOLM1",1.44533220894457,0.902327725372354,0.471399640124958,0.531401133633873,0.531401133633873
"MDK",0.733298024678267,0.900987737926252,0.46879788013576,-0.447528441763851,0.447528441763851
"F2",1.33255650081061,0.896064081011709,0.458980707598383,0.414196705000324,0.414196705000324
"GPC3",0.776142713807833,0.888854271437398,0.441116576470814,-0.365606141479664,0.365606141479664
"GPC3",0.43608419710514,0.887780429527229,0.437590664683236,-1.197321384154,1.197321384154
"F2",0.722336083290238,0.876783441769253,0.416586505573325,-0.469257854892287,0.469257854892287
"DCPS",0.725303812927505,0.851399095036106,0.368059417106503,-0.463342661701538,0.463342661701538
"MDK",0.628894869798463,0.850662246040289,0.366138903244713,-0.669109228016255,0.669109228016255
"F2",0.213534159833116,0.846049094810757,0.359594949509368,-2.2274612134271,2.2274612134271
"GPC3",0.404003175984282,0.846026491040518,0.358732573355269,-1.3075614604282,1.3075614604282
"GOLM1",0.625641904157692,0.843663681297675,0.355394526562145,-0.676590950375283,0.676590950375283
"MDK",0.66914017277978,0.840972572853686,0.350856300809357,-0.579619633809311,0.579619633809311
"F2",1.23073724658818,0.834335094032975,0.337463089808634,0.299522789843497,0.299522789843497
"GPC3",0.583785040398948,0.805571472621835,0.292992029479144,-0.776490852904277,0.776490852904277
"GPC3",0.303294358057777,0.805485790210183,0.292839047010128,-1.72120943397695,1.72120943397695
"MDK",0.67036862637545,0.805359171367482,0.292276932245855,-0.576973463200475,0.576973463200475
"SPP1",0.255855749041124,0.805359171367482,0.292180493621296,-1.9665974440294,1.9665974440294
"F2",1.25993753635792,0.788737106158839,0.265877888255173,0.333352211328003,0.333352211328003
"GPC3",0.3505226518788,0.787048149763709,0.261739950328202,-1.51242041613719,1.51242041613719
