"gene_name","fc","qval","pval","logfc","abs_fc"
"PEG10",1.00135072529645,0.999398361058074,0.994669795559993,0.00194736980184009,0.00194736980184009
"IGF2R",1.00177682764094,0.999398361058074,0.995698482765381,0.00256114574204677,0.00256114574204677
"MAGEA3",1.00243963457204,0.999398361058074,0.993489330171774,0.00351536234035665,0.00351536234035665
"HDAC1",1.00370245189695,0.999398361058074,0.990240420721571,0.00533164499063869,0.00533164499063869
"MAGEA6",1.00473195211631,0.999398361058074,0.991666212261952,0.00681066266547949,0.00681066266547949
"IGF2",1.00491301369271,0.999398361058074,0.994625916347672,0.00707062563756536,0.00707062563756536
"MAPKAP1",1.0058863113491,0.999398361058074,0.99116001339873,0.00846725611615825,0.00846725611615825
"CPN1",0.993516783169685,0.999398361058074,0.988117625554546,-0.00938375620842856,0.00938375620842856
"PEG10",0.991364208909316,0.999398361058074,0.984390926369841,-0.0125129205668408,0.0125129205668408
"MT1X",0.9911280096573,0.999398361058074,0.988785063661361,-0.0128566934078802,0.0128566934078802
"MEP1A",1.00935721164237,0.999398361058074,0.9793433143756,0.0134368347648545,0.0134368347648545
"ROBO1",0.990501963408836,0.999398361058074,0.978456191399181,-0.0137682600074482,0.0137682600074482
"SLC6A8",1.01118615140804,0.999398361058074,0.978580311108576,0.0160486104870726,0.0160486104870726
"RASSF1",1.01447209733303,0.999398361058074,0.984210724758768,0.0207291848650401,0.0207291848650401
"AQP6",0.984510015186699,0.999398361058074,0.945024119955282,-0.0225222124916745,0.0225222124916745
"CPN1",0.983931426064668,0.999398361058074,0.945816101766925,-0.0233703227413499,0.0233703227413499
"SLC6A8",0.981929257526882,0.999398361058074,0.964196809044076,-0.0263090046564334,0.0263090046564334
"MAPKAP1",0.978601296980579,0.999398361058074,0.963723079920939,-0.0312069000520215,0.0312069000520215
"MAGEA6",0.977751572209721,0.999398361058074,0.96233891964943,-0.0324601440954992,0.0324601440954992
"HDAC1",0.97641505502917,0.999398361058074,0.934391236694594,-0.0344335551467493,0.0344335551467493
"RASSF1",0.97555060904715,0.999398361058074,0.933480629517312,-0.0357113768173449,0.0357113768173449
"TK1",0.974845291738804,0.999398361058074,0.95198439748857,-0.0367548140261196,0.0367548140261196
"PEG10",1.02685170543234,0.999398361058074,0.928995405172363,0.0382278473959863,0.0382278473959863
"TK1",1.03036191671804,0.999398361058074,0.921229992435339,0.0431511759939526,0.0431511759939526
"SPINT2",0.969997765399962,0.999398361058074,0.94995175581822,-0.043946671144408,0.043946671144408
"SLC22A1",1.03106268299935,0.999398361058074,0.930137352576314,0.0441320433785279,0.0441320433785279
"MAGEA6",1.03168605583256,0.999398361058074,0.947872033567236,0.0450040225057427,0.0450040225057427
"MAGEA3",0.969178250722596,0.999398361058074,0.932070481819956,-0.0451660651772634,0.0451660651772634
"TBC1D1",0.967783015835598,0.999398361058074,0.921142430148107,-0.047244474111133,0.047244474111133
"WNK2",1.03404989870801,0.999398361058074,0.913687291830432,0.0483058054610077,0.0483058054610077
"OLFM2",0.964170902926275,0.999398361058074,0.925569310322561,-0.0526392026323295,0.0526392026323295
"DAPK1",0.962105078377855,0.999398361058074,0.901458111526622,-0.0557336252414319,0.0557336252414319
"PEG10",0.961799970668896,0.999398361058074,0.959724634375377,-0.0561912126702506,0.0561912126702506
"MLH1",0.961621820516397,0.999398361058074,0.897633525522441,-0.0564584617400664,0.0564584617400664
"ROBO1",1.04296429032282,0.999398361058074,0.942683790033962,0.0606897627894856,0.0606897627894856
"CPN1",1.04306758008149,0.999398361058074,0.871884697497531,0.0608326327281895,0.0608326327281895
"MAGEA3",1.04347752980985,0.999398361058074,0.868437563393312,0.0613995339132396,0.0613995339132396
"G3BP1",1.04354392601141,0.999398361058074,0.901762963820229,0.0614913292999039,0.0614913292999039
"CAP2",0.957401427696238,0.999398361058074,0.875297079984831,-0.062804137452258,0.062804137452258
"MEP1A",0.956243534518185,0.999398361058074,0.895033480181835,-0.0645500067046037,0.0645500067046037
"MAPKAP1",0.956152544805901,0.999398361058074,0.857611212148615,-0.0646872904066594,0.0646872904066594
"MAGEA6",0.95613471265376,0.999398361058074,0.907772498511843,-0.0647141967800219,0.0647141967800219
"TBC1D1",0.955363733574931,0.999398361058074,0.868049704911037,-0.0658779829773546,0.0658779829773546
"PEG10",1.0491047951812,0.999398361058074,0.925291315156538,0.069158796062853,0.069158796062853
"MEP1A",0.949581563533616,0.999398361058074,0.862648924397366,-0.0746361700769075,0.0746361700769075
"TREM2",0.949434927131252,0.999398361058074,0.898478285002931,-0.0748589713131946,0.0748589713131946
"G3BP1",1.05499241069461,0.999398361058074,0.873295389414244,0.0772326206456055,0.0772326206456055
"MLH1",0.946079869883553,0.999398361058074,0.871770806569896,-0.0799661110891808,0.0799661110891808
"ARRB2",0.944789505603899,0.999398361058074,0.869129292378094,-0.0819351550224212,0.0819351550224212
"TK1",0.943868007021791,0.999398361058074,0.883322261752589,-0.0833429714541467,0.0833429714541467
"IGF2",0.93801473534734,0.999398361058074,0.865036086082527,-0.092317508558698,0.092317508558698
"G3BP2",1.06945021372126,0.999398361058074,0.841178907806305,0.0968693220641638,0.0968693220641638
"TBC1D1",1.07126827226425,0.999398361058074,0.835973273895026,0.0993198121139244,0.0993198121139244
"TK1",1.07144461475043,0.999398361058074,0.856176526001434,0.0995572759686724,0.0995572759686724
"NEK2",0.933211072404354,0.999398361058074,0.851808449193239,-0.0997246701112353,0.0997246701112353
"MYRIP",0.931950316628357,0.999398361058074,0.867840252008678,-0.101675049733631,0.101675049733631
