"","gene_name","fc","qval","pval","logfc","abs_fc"
"1","NDUFA1",0.203707561043495,0.0495781931326739,0.00103605379528737,-2.29542856486579,2.29542856486579
"2","C9",4.02590679420537,0.0495046459204393,0.00103080626366781,2.00931377208681,2.00931377208681
"3","COPS3",0.22456402731154,0.0495046459204393,0.00103355985219267,-2.15480125252614,2.15480125252614
"4","TGIF1",4.01560692186303,0.049486437376352,0.00102927212992387,2.00561805424047,2.00561805424047
"5","SCP2",10.8980486194967,0.049486437376352,0.00102935310206953,3.44599792722847,3.44599792722847
"6","DCN",8.5024800596205,0.0491442766654984,0.00101653571559635,3.08788371746704,3.08788371746704
"7","C7",12.3164229357948,0.0488365065348925,0.00100548019590119,3.62251140918992,3.62251140918992
"8","PRDX3",24.9649698711047,0.0488365065348925,0.00100554643529693,4.64183326044445,4.64183326044445
"9","HMGCS2",11.6492762359454,0.0488060669278241,0.0010000764557816,3.54216841858678,3.54216841858678
"10","COMMD6",0.201077905393924,0.0487834896597228,0.000996713209805544,-2.31417352905623,2.31417352905623
"11","RPL28",0.137582547148742,0.0487834896597228,0.000995727762607368,-2.86163062440349,2.86163062440349
"12","GC",20.1675911159411,0.0485877443274011,0.000984207185501074,4.33396686884184,4.33396686884184
"13","SCP2",6.73402754707432,0.0483269961489464,0.000968566064316279,2.75146962285048,2.75146962285048
"14","DYNC1H1",0.240324382645745,0.0475584033530399,0.000946957324781672,-2.05694506715378,2.05694506715378
"15","PGK1",6.47586428796453,0.0475584033530399,0.000946698938273371,2.69507275198821,2.69507275198821
"16","UGT1A3",0.188145143480419,0.0473950786891504,0.000933732046462632,-2.41008204474355,2.41008204474355
"17","DLD",5.32761572613281,0.0473950786891504,0.000934543104698204,2.41349002647904,2.41349002647904
"18","NDRG2",10.4344253006814,0.0473607939308573,0.000932035960904187,3.38327923791609,3.38327923791609
"19","UAP1",0.244852982395369,0.0471327567959211,0.000925486579504531,-2.03001232620109,2.03001232620109
"20","LOC107985919",16.3266039865659,0.0471327567959211,0.000924215646669224,4.02915282937205,4.02915282937205
"21","CYP3A4",4.51721094861264,0.0470318579330062,0.00091919829051923,2.17543228756582,2.17543228756582
"22","C9",4.18441502097455,0.0469535989571887,0.000915853415836443,2.06502594886214,2.06502594886214
"23","HMGCS2",4.62187570215665,0.0469535989571887,0.000915606899568155,2.20847846138636,2.20847846138636
"24","ZFP36L1",7.84685326206466,0.0466372840463547,0.000903372549526327,2.97211422172879,2.97211422172879
"25","SLC4A2",0.0993425373686079,0.0465603359789722,0.000898281724120209,-3.33144459377109,3.33144459377109
