"","gene_name","fc","qval","pval","logfc","abs_fc"
"1","EIF4B",3.12313427245503,0.499364180497522,0.00208635878812868,1.64299459626876,1.64299459626876
"2","SLC39A5",9.06486425966102,0.498288421238039,0.00206740684259965,3.18028541672838,3.18028541672838
"3","CMPK1",1.54806807838445,0.496435968681946,0.00203126518187713,0.630468917340209,0.630468917340209
"4","COASY",0.471788680179714,0.496435968681946,0.00204531734326108,-1.08378729107155,1.08378729107155
"5","PTPRM",2.8455482559029,0.496435968681946,0.00203716876768967,1.50870664545596,1.50870664545596
"6","EEF1D",0.363882733454168,0.492381321503135,0.00197328225453397,-1.45845449919293,1.45845449919293
"7","DCN",3.95465090389083,0.492381321503135,0.00198575418351232,1.9835503466692,1.9835503466692
"8","STARD5",3.31452637250375,0.485145662531014,0.00192842092980761,1.72880273191927,1.72880273191927
"9","EEF1D",0.247577258289566,0.485145662531014,0.001916826559614,-2.01404929592365,2.01404929592365
"10","NUDC",0.389847405534909,0.479148185451322,0.00187677725979019,-1.35901856157291,1.35901856157291
"11","PRPF6",0.557440361243298,0.465712807302396,0.00177418551415454,-0.843110630914465,0.843110630914465
"12","TBCA",0.529121670635394,0.465712807302396,0.00173019561287124,-0.918328589109635,0.918328589109635
"13","TSC2",0.469162914982804,0.465712807302396,0.00177988986860178,-1.09183911494996,1.09183911494996
"14","CETN2",0.274494140281908,0.465712807302396,0.00179265763994907,-1.86515274302106,1.86515274302106
"15","C6orf106",0.272775004890198,0.465712807302396,0.00177480912963879,-1.87421664250863,1.87421664250863
"16","STAT1",6.8247006142995,0.465712807302396,0.00181063994018804,2.7707657593308,2.7707657593308
"17","LY6E",7.31174944634519,0.461192657300028,0.00169939846448974,2.87021663402994,2.87021663402994
"18","ACSM5",9.38773567290002,0.460896407309643,0.00168493435040373,3.2307772209871,3.2307772209871
"19","CYP39A1",3.25227799390396,0.459294850181559,0.00166575338805475,1.70145057945645,1.70145057945645
"20","EIF3B",0.278251866993383,0.459294850181559,0.00166526516428611,-1.84553672720132,1.84553672720132
"21","NDUFB9P2",0.41566473093643,0.452963262813584,0.00161650558016802,-1.26650775409788,1.26650775409788
"22","SLC27A5",0.343333395555911,0.425978788271546,0.00150784576594698,-1.5423179018519,1.5423179018519
"23","TPP1",3.75732173615704,0.425978788271546,0.00149637302828598,1.90970465797717,1.90970465797717
"24","HPGD",10.4681442221583,0.425978788271546,0.00150027169416522,3.38793380088186,3.38793380088186
"25","EMC7",0.445852948098011,0.421332542458715,0.00145472560066695,-1.16536013817653,1.16536013817653
"26","GCGR",2.70241601963563,0.417998145045177,0.00142085716836426,1.43424978542052,1.43424978542052
"27","HSPB1",0.290331419199606,0.417998145045177,0.00143108515973223,-1.78422738833549,1.78422738833549
"28","CETN2",0.23689462433547,0.417998145045177,0.00142590871586956,-2.07768263388859,2.07768263388859
"29","CLPP",0.161191201039338,0.410278312034674,0.00136894347716554,-2.63315510141463,2.63315510141463
"30","GPATCH3",0.503615105322225,0.409127654096185,0.00113271140795845,-0.989606539299369,0.989606539299369
"31","CACYBP",0.440994997981668,0.409127654096185,0.00124894538637843,-1.18116580288681,1.18116580288681
"32","TXNRD2",2.42141790956864,0.409127654096185,0.00131290146930785,1.27585209380647,1.27585209380647
"33","ADRA1A",2.56298434777471,0.409127654096185,0.00125459985608378,1.35782466807282,1.35782466807282
"34","SRI",0.370797657107377,0.409127654096185,0.00118920236362918,-1.43129596659341,1.43129596659341
"35","NDUFA2",0.342290506219241,0.409127654096185,0.00133192186522701,-1.54670681662189,1.54670681662189
"36","PDGFRA",2.97519418785128,0.409127654096185,0.00132685277138633,1.5729838347087,1.5729838347087
"37","SSR4",0.306384149147459,0.409127654096185,0.00128979514534788,-1.70658643384474,1.70658643384474
"38","U2AF2",0.288467167091709,0.409127654096185,0.00121758026567786,-1.79352097209819,1.79352097209819
"39","GC",3.51722835269558,0.409127654096185,0.00110128861746595,1.81443900360321,1.81443900360321
"40","MED15",3.83504483658275,0.409127654096185,0.00110162524387458,1.93924344477839,1.93924344477839
"41","CD48",3.92390573522661,0.409127654096185,0.00135205982693898,1.97229038382152,1.97229038382152
"42","SLC25A46",4.26855782781175,0.409127654096185,0.00132932058910673,2.09374872415441,2.09374872415441
"43","ADAM15",0.229559473088198,0.409127654096185,0.0013269173243623,-2.12306012680845,2.12306012680845
"44","APOL1",4.55289929255879,0.409127654096185,0.00105050380848604,2.18678554814849,2.18678554814849
"45","SNX6",4.7900808839459,0.409127654096185,0.00132971970256768,2.26005001710601,2.26005001710601
"46","CYP2C8",5.46854455276202,0.409127654096185,0.00133173292292454,2.4511569123756,2.4511569123756
"47","ACTN4",5.49991005649606,0.409127654096185,0.00115833164799795,2.45940802552673,2.45940802552673
"48","H19",5.60444874641093,0.409127654096185,0.00115922784537381,2.48657247652217,2.48657247652217
"49","LAMTOR2",0.16403867282464,0.409127654096185,0.00116536247982801,-2.6078921183667,2.6078921183667
"50","ADAMTSL2",6.2777781858268,0.409127654096185,0.00104237047669753,2.65025405474655,2.65025405474655
"51","ALDH18A1",7.60242709267901,0.409127654096185,0.00113801261255131,2.9264600758684,2.9264600758684
"52","PPP1R3B",7.86018258112384,0.409127654096185,0.00119438976624764,2.97456282467505,2.97456282467505
"53","NENF",0.0959781621399741,0.409127654096185,0.00132526023298229,-3.38115000223563,3.38115000223563
"54","DDX60",11.0072204929372,0.409127654096185,0.00134360955140167,3.46037830517869,3.46037830517869
"55","RPL18",0.070642047434107,0.409127654096185,0.00135323369601825,-3.82332903223248,3.82332903223248
