"gene_name","fc","qval","pval","logfc","abs_fc"
"MDK",0.989880151339325,0.999398361058074,0.978290611879579,-0.014674231851819,0.014674231851819
"DCPS",0.989734199642123,0.999398361058074,0.974603746158898,-0.0148869639832465,0.0148869639832465
"GOLM1",0.982368797514428,0.999398361058074,0.983946535061189,-0.0256633570478527,0.0256633570478527
"DKK1",0.981115397870548,0.999398361058074,0.9728611368778,-0.0275052600286354,0.0275052600286354
"DKK1",1.02066685257663,0.999398361058074,0.974274602492311,0.0295120448971042,0.0295120448971042
"GPC3",0.978711503691949,0.999398361058074,0.950059809110738,-0.0310444378476363,0.0310444378476363
"AFP",0.977822426277035,0.999398361058074,0.957593762186871,-0.0323556010696003,0.0323556010696003
"AFP",0.972196870517511,0.999398361058074,0.927761303868849,-0.0406796047601828,0.0406796047601828
"DKK1",1.03068150708277,0.999398361058074,0.931268556672946,0.043598591543458,0.043598591543458
"SPP1",1.03140391427344,0.999398361058074,0.910901728382575,0.044609425821539,0.044609425821539
"MDK",0.968766126415811,0.999398361058074,0.965915635170122,-0.0457796738128937,0.0457796738128937
"DKK1",0.965975508413333,0.999398361058074,0.911024703917145,-0.0499414838165379,0.0499414838165379
"GPC3",0.951770346802172,0.999398361058074,0.962337078759545,-0.0713145880543045,0.0713145880543045
"DCPS",1.05264283754748,0.999398361058074,0.937800885452343,0.074016011951478,0.074016011951478
"FUCA1",0.948304064960295,0.999398361058074,0.888034955027954,-0.0765783747146946,0.0765783747146946
"DKK1",0.946978823090711,0.999398361058074,0.937970557004786,-0.0785959312460982,0.0785959312460982
"DCPS",0.922128563463186,0.999398361058074,0.800127116207397,-0.116960189199686,0.116960189199686
"SPP1",0.917279899832233,0.999398361058074,0.955305843484162,-0.12456606828175,0.12456606828175
"FUCA1",1.09727161840073,0.999398361058074,0.927081940483225,0.133920694396493,0.133920694396493
"SPP1",1.102562082214,0.999398361058074,0.937676515578445,0.140859892227803,0.140859892227803
"DCPS",0.905785334818573,0.999398361058074,0.774234705395497,-0.142758913366188,0.142758913366188
"DCPS",0.905339582630653,0.999398361058074,0.760580162290742,-0.143469062597493,0.143469062597493
"DCPS",0.883005813727707,0.999398361058074,0.766469930606859,-0.179505158249725,0.179505158249725
"GOLM1",0.879344804352953,0.999398361058074,0.800641668259386,-0.185499116106857,0.185499116106857
"DCPS",0.875524648359007,0.999398361058074,0.776251100739318,-0.191780299935274,0.191780299935274
"MDK",0.866111396368114,0.999398361058074,0.805655444125053,-0.207375503362208,0.207375503362208
"DKK1",0.862861616943426,0.999398361058074,0.786935262719579,-0.212798891865278,0.212798891865278
"F2",1.15934599258442,0.999398361058074,0.937809535876928,0.213311185234774,0.213311185234774
"F2",1.19539970378474,0.999398361058074,0.66924709664044,0.257493090382146,0.257493090382146
"SPP1",0.831065723117019,0.999398361058074,0.786217090247201,-0.266965520821181,0.266965520821181
"DCPS",0.821930450307714,0.999398361058074,0.726540918245174,-0.282911773050056,0.282911773050056
"MDK",0.812815591790419,0.999398361058074,0.544748691602105,-0.299000018093514,0.299000018093514
"F2",0.779743653325668,0.999398361058074,0.743565166418582,-0.358928189965522,0.358928189965522
"GPC3",0.779720111224973,0.999398361058074,0.827596598931293,-0.358971748620362,0.358971748620362
"SPP1",0.776228718839343,0.999398361058074,0.669032693398653,-0.365446284077023,0.365446284077023
"SPP1",0.760249161246993,0.999398361058074,0.724250165686028,-0.395455775299124,0.395455775299124
"GPC3",0.758483506472706,0.999398361058074,0.766610741215979,-0.398810286054802,0.398810286054802
"FUCA1",0.75182380174815,0.999398361058074,0.565166152614718,-0.411533504964724,0.411533504964724
"GOLM1",1.34038523094618,0.999398361058074,0.605602963603327,0.422647695386675,0.422647695386675
"DCPS",1.34472157729411,0.999398361058074,0.615789002335623,0.427307495727825,0.427307495727825
"FUCA1",0.738082396485696,0.999398361058074,0.732306535021091,-0.438146213065368,0.438146213065368
"F2",1.38260207873312,0.999398361058074,0.553259192592908,0.467385999841854,0.467385999841854
"SPP1",0.718037329290065,0.999398361058074,0.73648803092932,-0.477869246129102,0.477869246129102
"SPP1",0.711946602475352,0.999398361058074,0.573918056491918,-0.490159054865463,0.490159054865463
"DCPS",1.42651329472404,0.999398361058074,0.422292886511769,0.512493192515893,0.512493192515893
"DCPS",1.4342599489032,0.999398361058074,0.750329838066563,0.520306525438742,0.520306525438742
"SPP1",0.686160374575281,0.999398361058074,0.696708532886496,-0.543382281516421,0.543382281516421
"MDK",0.678469410140285,0.999398361058074,0.450990841967832,-0.559644323950343,0.559644323950343
"MDK",0.675187494766059,0.999398361058074,0.51417248995367,-0.566639910934182,0.566639910934182
"MDK",0.670439090421322,0.999398361058074,0.480558430880465,-0.576821826051673,0.576821826051673
"MDK",0.663285175612747,0.999398361058074,0.546742505759459,-0.592298812806689,0.592298812806689
"AFP",0.613287293663609,0.999398361058074,0.770675016138242,-0.705365033943645,0.705365033943645
"GOLM1",1.68089547553575,0.999398361058074,0.499317170390795,0.749230015106686,0.749230015106686
"GPC3",0.589183781174966,0.999398361058074,0.487037311749022,-0.763210377922459,0.763210377922459
"GPC3",1.72515411512411,0.999398361058074,0.454372263035506,0.786725249539305,0.786725249539305
"SPP1",1.79240977189703,0.999398361058074,0.52156871867816,0.841900496939452,0.841900496939452
"GOLM1",1.81938966788472,0.999398361058074,0.440157882895148,0.863454565374764,0.863454565374764
"F2",0.498850510321087,0.999398361058074,0.6239286174624,-1.00332054451448,1.00332054451448
"SPP1",0.463256972349318,0.999398361058074,0.589997540686344,-1.11011540487748,1.11011540487748
