"","gene_name","fc.asian","qval.asian","pval.asian","logfc.asian","abs_fc.asian","fc.black","qval.black","pval.black","logfc.black","abs_fc.black","fc.white","qval.white","pval.white","logfc.white","abs_fc.white"
"1","CTNNB1",2.30338657575824,0.648280747486493,0.0635987207456362,1.20375655795082,1.20375655795082,1.86669807182117,0.972351778004099,0.517397356955787,0.900488598420262,0.900488598420262,1.69930474962811,0.714403997746163,0.214045434312281,0.764944605524444,0.764944605524444
"2","DVL1",2.10997549763665,0.797281751331894,0.14707263564184,1.07722624554699,1.07722624554699,1.92339763472648,0.923058588873145,0.271925763173523,0.943657049908877,0.943657049908877,1.49187319103717,0.388312430849722,0.0363735304828288,0.577124911975984,0.577124911975984
"3","EGFR",2.58320143759464,0.675359758304947,0.0771273494932811,1.36916014894858,1.36916014894858,2.10865944870753,0.731333376218822,0.0135418177142628,1.07632611678527,1.07632611678527,0.418829322512547,0.247887927119206,0.0120743438695683,-1.25556564506717,1.25556564506717
"4","GRB2",0.48339745357688,0.765745169836924,0.127003439753473,-1.04871822153911,1.04871822153911,1.69629917783124,0.826068277539483,0.149979567459181,0.762390641781077,0.762390641781077,1.51335872344112,0.68260087940343,0.183590686397812,0.597754001558456,0.597754001558456
"5","GSTA1",3.47633547893416,0.870593846220304,0.213702670014242,1.7975673141547,1.7975673141547,8.84901315565168,0.754980346617817,0.0623830741275151,3.14551657442376,3.14551657442376,0.676301358517606,0.790626266586897,0.315523476386201,-0.56426184311582,0.56426184311582
"6","HMOX1",7.44748197862938,6.29000199712992e-06,6.70036792715933e-09,2.89675272745453,2.89675272745453,2.21406696011586,0.972351778004099,0.534125496560878,1.14669885426323,1.14669885426323,3.67637118297746,0.192651695564106,0.00695481372385642,1.87828243496386,1.87828243496386
"7","HRAS",0.313380752506076,0.127621019050792,0.000933674698204934,-1.67401152106527,1.67401152106527,0.402939890448301,0.768490782153055,0.0921370017474565,-1.31136345767293,1.31136345767293,0.687307914078168,0.402754056745399,0.0403190915221676,-0.540971523366494,0.540971523366494
"8","IGF2",0.374185700746836,0.973673920753685,0.348441102356772,-1.41817366686931,1.41817366686931,15.711696524864,0.754980346617817,0.0592159297555488,3.97376706392564,3.97376706392564,0.632680274093189,0.755769982891657,0.261887237395432,-0.66045147913824,0.66045147913824
"9","KEAP1",0.591642071253835,0.752944094105015,0.117026102016201,-0.757203449767495,0.757203449767495,0.626838917257733,0.888131619629336,0.222060499205279,-0.673833342658557,0.673833342658557,0.587493027279803,0.651422846887025,0.156041394279591,-0.76735636587959,0.76735636587959
"10","LEF1",0.809254635511371,0.999398361058074,0.697031246770092,-0.305334370492317,0.305334370492317,0.615962155193172,0.972351778004099,0.448648157307408,-0.699086380643111,0.699086380643111,0.856500721300803,0.897343911203549,0.549611968693423,-0.223473633614103,0.223473633614103
"11","MET",0.353892080806961,0.596948153443218,0.0423283725449195,-1.49861861656122,1.49861861656122,1.61307745248812,0.860211592843845,0.187661201375062,0.68981571167263,0.68981571167263,0.701292046222811,0.413740905088929,0.0434540454572894,-0.511912729260536,0.511912729260536
"12","NFE2L2",2.35200631094024,0.792921125942931,0.143996341350182,1.23389193124144,1.23389193124144,1.15230195712583,0.987491608151884,0.83767289828525,0.204518820048456,0.204518820048456,1.93422617940068,0.185163919939521,0.00637190727713222,0.951756506717808,0.951756506717808
"13","NQO1",0.462908722984587,0.943263422435967,0.300231563241522,-1.11120034606608,1.11120034606608,0.251430365784042,0.938858201005345,0.30567425908531,-1.99176919723508,1.99176919723508,0.510231950539948,0.735576672557349,0.238824010584508,-0.970774852077349,0.970774852077349
"14","PDPK1",1.07056751013705,0.999398361058074,0.8739544682502,0.0983757751432706,0.0983757751432706,0.837150868021302,0.97320033920444,0.623831844499698,-0.256440451881897,0.256440451881897,0.95485825470816,0.96502502858096,0.821867813772324,-0.0666415087621682,0.0666415087621682
"15","PTEN",0.510330541657275,0.688962911176766,0.0830554846804652,-0.970496109878663,0.970496109878663,1.57636010228179,0.947528292363907,0.328626706677883,0.656597140398696,0.656597140398696,1.28564886389856,0.59346228518862,0.114420803324717,0.362496667949884,0.362496667949884
"16","SMAD3",0.847403355885391,0.999398361058074,0.745226324809939,-0.238879252815693,0.238879252815693,1.24466205337186,0.974061538900922,0.682666171361132,0.315754079555968,0.315754079555968,0.85524799584922,0.84401527144976,0.416463117061828,-0.225585276638741,0.225585276638741
"17","SMAD4",2.01470313377168,0.705748351119574,0.0909998397340105,1.0105672734987,1.0105672734987,1.28996136532964,0.97320033920444,0.661631704753054,0.367327857212862,0.367327857212862,1.46463020382928,0.495200404768048,0.0690040414370512,0.550536452738612,0.550536452738612
"18","TGFBR1",1.67513353711942,0.803688104722721,0.151485047354779,0.744276107905249,0.744276107905249,1.06886994617258,0.991301534862723,0.871182017828381,0.0960863250638827,0.0960863250638827,0.974475472040955,0.959059200173036,0.787371887994774,-0.0373022221904654,0.0373022221904654
"19","TGFBR2",4.53047183584862,0.645738457981331,0.0615063620571926,2.17966131071089,2.17966131071089,4.36774714817859,0.810739963266899,0.135712825070294,2.12688934008846,2.12688934008846,1.74779676519433,0.560218243766431,0.0977625194148356,0.805537437188233,0.805537437188233
